date,observed_monthly_twsa,model_reconstructed_monthly_twsa,observed_ma12,model_reconstructed_ma12,residual_model_minus_observed,source_segment
2016-06-01,-210.96421691420989,-206.6921011967052,-146.58295159155142,-143.65218106154882,4.272115717504676,historical reconstruction/context
2016-07-01,-150.25228990874075,-147.291638204035,-141.87156165037985,-139.22455598360776,2.9606517047057537,historical reconstruction/context
2016-08-01,-97.91451762713788,-97.46139695159918,-136.45407275728192,-134.20785686661287,0.4531206755386989,historical reconstruction/context
2016-09-01,-41.94266737759025,-42.9906613666286,-127.26567575959258,-125.54715325739552,-1.0479939890383534,historical reconstruction/context
2016-10-01,-29.79312600972179,-35.16051959023006,-124.80781971229136,-123.88842889288992,-5.367393580508271,historical reconstruction/context
2016-11-01,-91.49904037489668,-96.93508412273434,-128.09419981663015,-127.96785772146264,-5.436043747837658,historical reconstruction/context
2016-12-01,-178.8639938178917,-177.70590373236377,-130.85840165169512,-130.58010533503477,1.158090085527931,historical reconstruction/context
2017-01-01,-149.77894869379818,-152.756212270134,-128.02293216009588,-128.57837050347197,-2.9772635763358157,historical reconstruction/context
2017-02-01,-28.015568576548063,-29.67813200303268,-115.8464537796152,-116.5141234355018,-1.662563426484617,historical reconstruction/context
2017-03-01,-147.27540694606623,-147.76824021047733,-113.07419215422902,-113.7517113098038,-0.4928332644111037,historical reconstruction/context
2017-04-01,-176.20065109828076,-174.4580494880092,-124.27901395346396,-124.71699620722244,1.7426016102715494,historical reconstruction/context
2017-05-01,-203.29286476047648,-202.35495497490868,-125.4827743421132,-125.93774117590485,0.9379097855677968,historical reconstruction/context
2017-06-01,-204.81389184607937,-204.57613715389053,-124.97024725310234,-125.7614108390036,0.2377546921888438,historical reconstruction/context
2017-07-01,-48.33464398768337,-47.27570364549328,-116.47711009301425,-117.4267496257918,1.0589403421900911,historical reconstruction/context
2017-08-01,-46.66444552078473,-45.59173351186157,-112.20627075081812,-113.10427767248034,1.072712008923162,historical reconstruction/context
2017-09-01,-52.214333713354186,-47.536287981878935,-113.06224294546512,-113.48307989041786,4.678045731475251,historical reconstruction/context
2017-10-01,-60.22972782326879,-53.24414603928415,-115.59862642992738,-114.99004876117236,6.985581783984635,historical reconstruction/context
2017-11-01,-43.20288485460177,-43.01655502098716,-111.57394680323614,-110.49683800269344,0.1863298336146073,historical reconstruction/context
2017-12-01,-48.42922832907881,-46.535074541416016,-100.70438301250174,-99.56593557011446,1.8941537876627947,historical reconstruction/context
2018-01-01,-50.2718178224214,-51.910836314652336,-92.41212210655368,-91.16215424049098,-1.6390184922309388,historical reconstruction/context
2018-02-01,-47.6508390991813,-48.2920925848665,-94.04839465010645,-92.71331762231048,-0.6412534856852048,historical reconstruction/context
2018-03-01,-47.6508390991813,-47.04521590282295,-85.74634732953268,-84.31973226333928,0.6056231963583443,historical reconstruction/context
2018-04-01,-54.739859275464056,-52.89071131150818,-75.6246146776313,-74.18912074863086,1.849147963955879,historical reconstruction/context
2018-05-01,-52.662572471649234,-50.11687062895723,-63.07209032022902,-61.502613719801566,2.5457018426920044,historical reconstruction/context
2018-06-01,-220.5359163128472,-216.18144455973453,-64.382259025793,-62.46972267028857,4.354471753112676,historical reconstruction/context
2018-07-01,-174.7327560986999,-173.6968549574407,-74.91543503504438,-73.00481861295084,1.0359011412591883,historical reconstruction/context
2018-08-01,-55.19147528548533,-46.27911459813912,-75.62602084876944,-73.06210037014064,8.912360687346215,historical reconstruction/context
2018-09-01,-56.40856922068112,-50.01052012779032,-75.97554047438001,-73.26828638229993,6.398049092890801,historical reconstruction/context
2018-10-01,-200.3250618991385,-200.9574389724717,-87.65015164736916,-85.57772746006555,-0.6323770733332026,historical reconstruction/context
2018-11-01,-178.8896449381177,-183.21253809978265,-98.9573816543288,-97.2607260499652,-4.32289316166495,historical reconstruction/context
2018-12-01,-176.9307407365784,-176.85997704470486,-109.66584102162044,-108.12113459190591,0.0707636918735374,historical reconstruction/context
2019-01-01,-188.79654612926012,-187.5152822114549,-121.20956838052368,-119.42150508330614,1.281263917805262,historical reconstruction/context
2019-02-01,-183.9111162923502,-180.60545524373023,-132.56459147995443,-130.44761863821145,3.305661048619953,historical reconstruction/context
2019-03-01,-179.91863496802983,-179.3996851326782,-143.58690780235847,-141.47715774069937,0.5189498353516342,historical reconstruction/context
2019-04-01,-216.5459297286252,-213.68220224138625,-157.07074700678857,-154.87644865152254,2.863727487238947,historical reconstruction/context
2019-05-01,-213.5446206818629,-209.1648209890379,-170.4775843576397,-168.1304445148626,4.379799692825003,historical reconstruction/context
2019-06-01,-248.56310272800195,-244.67477588414212,-172.81318322556925,-170.50488879189658,3.888326843859801,historical reconstruction/context
2019-07-01,-231.3172413200128,-228.8096418206456,-177.528556994012,-175.09762103049698,2.507599499367217,historical reconstruction/context
2019-08-01,-212.0707860248002,-209.4812401364508,-190.60183288895487,-188.6977981586896,2.5895458883494484,historical reconstruction/context
2019-09-01,-200.9482872409733,-196.13902657291936,-202.64680939064596,-200.8751736957837,4.809260668053952,historical reconstruction/context
2019-10-01,-227.7426739668026,-222.2818289838951,-204.93161039628455,-202.65220619673565,5.460844982907503,historical reconstruction/context
2019-11-01,-217.66202332008,-211.2188819520467,-208.1626419281148,-204.98606818442437,6.443141368033309,historical reconstruction/context
2019-12-01,-218.0690352824548,-214.99880405447385,-211.59083314027117,-208.16430376857176,3.0702312279809405,historical reconstruction/context
2020-01-01,-217.5127886203262,-219.91244829537416,-213.98385334786,-210.86406760889835,-2.399659675047957,historical reconstruction/context
2020-02-01,-230.13147037170813,-229.45512456622143,-217.83554952113985,-214.9348733857726,0.6763458054867044,historical reconstruction/context
2020-03-01,-273.360743581992,-265.75631623214355,-225.6223919056367,-222.13125931072807,7.604427349848436,historical reconstruction/context
2020-04-01,-227.84154626951548,-225.7103209048732,-226.5636932840442,-223.13360253268533,2.131225364642262,historical reconstruction/context
2020-05-01,-276.0359172685339,-272.31794115663047,-231.77130133293343,-228.39636254665135,3.717976111903454,historical reconstruction/context
2020-06-01,-275.3008825132908,-274.03450891735935,-233.99944964837425,-230.8430069660861,1.2663735959314408,historical reconstruction/context
2020-07-01,-266.3975851408855,-263.25336637462544,-236.9228116334469,-233.71331734558444,3.144218766260053,historical reconstruction/context
2020-08-01,-207.4173141827194,-207.1526293779684,-236.53502231327352,-233.51926644904427,0.2646848047509991,historical reconstruction/context
2020-09-01,-176.84535573893135,-180.9046510635345,-234.5264446881033,-232.2497351565955,-4.059295324603141,historical reconstruction/context
2020-10-01,-197.4841486958875,-200.07466616150808,-232.0049009155271,-230.3991382547299,-2.5905174656205645,historical reconstruction/context
2020-11-01,-200.358961552314,-211.64104719442264,-230.56297910154657,-230.4343186915946,-11.282085642108626,strict recursive validation
2020-12-01,-191.5441194043765,-215.5305625943555,-228.35256944504007,-230.4786319032514,-23.986443189979013,strict recursive validation
2021-01-01,-235.04060510173144,-218.10608692449463,-229.8132208184905,-230.3281017890114,16.93451817723681,strict recursive validation
2021-02-01,-238.4010785095444,-221.8419897107496,-230.50235482997687,-229.6936738843888,16.559088798794818,strict recursive validation
2021-03-01,-239.8167468495023,-232.1590282468213,-227.707021768936,-226.89389988561197,7.657718602681001,strict recursive validation
2021-04-01,-219.82398936019965,-248.25504036229984,-227.03889202649307,-228.77262650706416,-28.43105100210019,strict recursive validation
2021-05-01,-292.08940014383035,-272.40262337011234,-228.37668226610108,-228.77968335818764,19.68677677371801,strict recursive validation
2021-06-01,-256.53289704243826,-313.16424293798343,-226.81268347686336,-232.04049452657296,-56.63134589554517,strict recursive validation
2021-07-01,-207.6195556117392,-250.42863197606937,-221.9145143494345,-230.97176666002665,-42.80907636433017,strict recursive validation
2021-08-01,-127.0307735574888,-174.22958107274906,-215.21563596399864,-228.2281793012584,-47.198807515260256,strict recursive validation
2021-09-01,-55.66005051064047,-124.4628307370557,-205.1168605283077,-223.52469427405177,-68.80278022641522,strict recursive validation
2021-10-01,-25.26555603573624,-129.81088657659427,-190.7653111399618,-217.6693793086423,-104.54533054085805,strict recursive validation
2021-11-01,-55.425379695449344,-152.44688434881107,-178.68751265188973,-212.7365324048413,-97.02150465336172,strict recursive validation
2021-12-01,-113.32373046654791,-158.6515547780408,-172.1691469070707,-207.99661508681515,-45.32782431149289,strict recursive validation
2022-01-01,-65.23971279297008,-162.91037721914188,-158.01907254800724,-203.39697261136908,-97.6706644261718,strict recursive validation
2022-02-01,-71.47783623021778,-168.37852735799686,-144.10880235806334,-198.941684081973,-96.90069112777908,strict recursive validation
2022-03-01,-114.10625665337388,-176.43712778371707,-133.63292817505263,-194.2981923767143,-62.3308711303432,strict recursive validation
2022-04-01,-130.47861887820778,-190.64668627065555,-126.18748063488668,-189.49749620241064,-60.16806739244777,strict recursive validation
2022-05-01,-156.6943090259317,-219.15821237844364,-114.9045563750618,-185.0604619531049,-62.46390335251195,strict recursive validation
2022-06-01,-161.12946188712118,-262.6436249760999,-106.95427011211868,-180.85041045628125,-101.5141630889787,strict recursive validation
2022-07-01,-100.09147662392031,-197.05108804983035,-97.9935968631338,-176.40228179576135,-96.95961142591004,strict recursive validation
2022-08-01,-75.90330235045437,-131.9849335698499,-93.7329742625476,-172.8818945038531,-56.08163121939552,strict recursive validation
2022-09-01,-61.51548916353151,-89.32440729421512,-94.22092748362184,-169.95369255028302,-27.808918130683608,strict recursive validation
2022-10-01,-83.07871456059307,-107.00004358571904,-99.03869069402656,-168.0527889677101,-23.92132902512597,strict recursive validation
2022-11-01,-88.51607249401333,-119.25728674215212,-101.79624842724024,-165.28698916715518,-30.74121424813879,strict recursive validation
2022-12-01,-106.431653538576,-120.19159825128452,-101.22190868324256,-162.0819927899255,-13.759944712708515,strict recursive validation
2023-01-01,-91.60577127841346,-116.66301734727756,-103.4190802236962,-158.2280461339368,-25.057246068864103,strict recursive validation
2023-02-01,-70.28629645516111,-110.9720350055112,-103.31978524244148,-153.44417177122966,-40.685738550350095,strict recursive validation
2023-03-01,-79.10249314443514,-105.43993480485813,-100.40280495002992,-147.52773902299143,-26.337441660422986,strict recursive validation
2023-04-01,-97.89617218983932,-101.83551080507176,-97.68760105933256,-140.12680773419277,-3.939338615232444,strict recursive validation
2023-05-01,-99.19539590861535,-108.84392841142552,-92.89602496622284,-130.93395073694126,-9.64853250281017,strict recursive validation
2023-06-01,-153.3838295277642,-120.6077452449216,-92.25055560294312,-119.09762742600974,32.77608428284259,strict recursive validation
2023-07-01,-144.26895153110627,-123.55559881013768,-95.9320118452086,-112.973003322702,20.713352720968587,strict recursive validation
2023-08-01,-45.116504395032656,-61.30673177522556,-93.36644534892343,-107.08315317314998,-16.1902273801929,strict recursive validation
2023-09-01,-75.18013726422883,0.0689701290713173,-94.50516602398156,-99.63370505454276,75.24910739330015,strict recursive validation
2023-10-01,-118.97003978030509,-26.40243680757419,-97.4961097922909,-92.9172378230307,92.5676029727309,strict recursive validation
2023-11-01,-153.71384437298974,-43.78552015108005,-102.92925744887226,-86.62792394044136,109.92832422190968,strict recursive validation
2023-12-01,-90.97576218255485,-50.94615752977268,-101.64126650253716,-80.85747054698204,40.02960465278217,strict recursive validation
2024-01-01,-128.237860980756,-54.97361762803928,-104.69394064439904,-75.71668723704552,73.26424335271673,strict recursive validation
2024-02-01,-134.19370130552062,-58.89753468316928,-110.01955771526234,-71.37714554351703,75.29616662235134,strict recursive validation
2024-03-01,-94.65138488245348,-69.54193241876499,-111.31529869343052,-68.38564534467594,25.1094524636885,strict recursive validation
2024-04-01,-108.4327009137268,-99.45517475885288,-112.1933427537545,-68.18728400749103,8.977526154873928,strict recursive validation
2024-05-01,-127.24783716725705,-136.16655094903842,-114.53104619197462,-70.46416921895877,-8.918713781781378,strict recursive validation
2024-06-01,-167.1565778281714,-118.97555287164585,-115.67877521700858,-70.32815318785246,48.18102495652556,strict recursive validation
2024-07-01,-150.91384369869135,-60.088616683901705,-116.232516230974,-65.03923801066612,90.82522701478965,strict recursive validation
2024-08-01,-58.72298228814746,-38.21857579034702,-117.36638938873354,-63.11522501192625,20.50440649780045,strict recursive validation
2024-09-01,-79.8801954895874,-62.60820896905796,-117.75806090751344,-68.3383232701037,17.27198652052943,strict recursive validation
2024-10-01,-52.51250981395579,-82.47506840509311,-112.21993341031768,-73.01104256989693,-29.962558591137324,strict recursive validation
