date,scenario,climate_component_mm,component_lower_mm,component_upper_mm,risk_index,assumption,residual_assumption_mm,residual_p05_mm,residual_p25_mm,residual_p75_mm,residual_p95_mm,total_twsa_reconstruction_mm,p05,p25,p50,p75,p95,projection_type,total_twsa_ma12_mm
2027-09-01,ssp126,7.096287863630161,-9.234035509602172,18.707894224361056,-0.9295384798136408,A_stationary_residual,-2.3810720000000005,-136.51211800000002,-76.16655499999999,89.6493325,130.65589,4.715215863630161,-145.74615350960218,-69.07026713636982,4.715215863630161,96.74562036363017,149.36378422436104,assumption-explicit total TWSA scenario reconstruction; not deterministic forecast,-0.3394157602091596
2027-10-01,ssp126,9.171213930369976,-9.4061342935354,22.754984760657663,-0.9295384798136408,A_stationary_residual,11.3758138,-136.51211800000002,-76.16655499999999,89.6493325,130.65589,20.547027730369976,-145.9182522935354,-66.99534106963002,20.547027730369976,98.82054643036996,153.41087476065766,assumption-explicit total TWSA scenario reconstruction; not deterministic forecast,1.1173979394809932
2027-11-01,ssp126,-3.331267460094025,-11.37740302278159,7.026244518788041,-0.9295384798136408,A_stationary_residual,37.5839462,-136.51211800000002,-76.16655499999999,89.6493325,130.65589,34.252678739905974,-147.8895210227816,-79.49782246009401,34.252678739905974,86.31806503990597,137.68213451878805,assumption-explicit total TWSA scenario reconstruction; not deterministic forecast,0.4145167671491707
2027-12-01,ssp126,3.220999648789073,-11.170237485023684,7.07851514175977,-0.9295384798136408,A_stationary_residual,53.0334232,-136.51211800000002,-76.16655499999999,89.6493325,130.65589,56.25442284878907,-147.6823554850237,-72.94555535121091,56.25442284878907,92.87033214878907,137.73440514175977,assumption-explicit total TWSA scenario reconstruction; not deterministic forecast,0.6476269305931428
2028-01-01,ssp126,12.00721992567557,-11.170237485023684,41.38786906447852,-0.9295384798136408,A_stationary_residual,6.7624434,-136.51211800000002,-76.16655499999999,89.6493325,130.65589,18.76966332567557,-147.6823554850237,-64.15933507432442,18.76966332567557,101.65655242567556,172.04375906447854,assumption-explicit total TWSA scenario reconstruction; not deterministic forecast,1.5069554157649738
2028-02-01,ssp126,17.547226036167064,-6.390045036134195,41.87377306868672,-0.9295384798136408,A_stationary_residual,18.4285198,-136.51211800000002,-76.16655499999999,89.6493325,130.65589,35.975745836167064,-142.9021630361342,-58.61932896383293,35.975745836167064,107.19655853616706,172.52966306868672,assumption-explicit total TWSA scenario reconstruction; not deterministic forecast,2.495161691309489
2028-03-01,ssp126,28.95000249341172,6.303537667815389,42.867125653720976,-0.9295384798136408,A_stationary_residual,11.3393914,-136.51211800000002,-76.16655499999999,89.6493325,130.65589,40.28939389341172,-130.20858033218462,-47.21655250658827,40.28939389341172,118.59933499341172,173.52301565372096,assumption-explicit total TWSA scenario reconstruction; not deterministic forecast,5.227475330970534
2028-04-01,ssp126,22.00535113849412,-0.510660724933997,47.12054475545546,-0.9295384798136408,A_stationary_residual,25.1247908,-136.51211800000002,-76.16655499999999,89.6493325,130.65589,47.13014193849412,-137.022778724934,-54.16120386150587,47.13014193849412,111.65468363849412,177.77643475545543,assumption-explicit total TWSA scenario reconstruction; not deterministic forecast,7.951332201963493
2028-05-01,ssp126,18.861420074587407,0.936653905244583,42.2325824066745,-0.9295384798136408,A_stationary_residual,-5.265837199999998,-136.51211800000002,-76.16655499999999,89.6493325,130.65589,13.595582874587407,-135.57546409475543,-57.30513492541258,13.595582874587407,108.5107525745874,172.8884724066745,assumption-explicit total TWSA scenario reconstruction; not deterministic forecast,10.031955493728889
2028-06-01,ssp126,18.18758987056435,0.936653905244583,30.00277129945636,-0.9295384798136408,A_stationary_residual,-37.0188854,-136.51211800000002,-76.16655499999999,89.6493325,130.65589,-18.831295529435653,-135.57546409475543,-57.97896512943564,-18.831295529435653,107.83692237056437,160.65866129945636,assumption-explicit total TWSA scenario reconstruction; not deterministic forecast,12.923000444930333
2028-07-01,ssp126,32.24700989416403,15.731521241176583,50.50290532419942,-0.9295384798136408,A_stationary_residual,-75.66636980000001,-136.51211800000002,-76.16655499999999,89.6493325,130.65589,-43.41935990583598,-120.78059675882344,-43.91954510583596,-43.41935990583598,121.89634239416404,181.15879532419945,assumption-explicit total TWSA scenario reconstruction; not deterministic forecast,14.950670263934768
2028-08-01,ssp126,50.84763371446135,43.36577347560716,69.77528871476741,-0.9295384798136408,A_stationary_residual,-43.316236200000006,-136.51211800000002,-76.16655499999999,89.6493325,130.65589,7.531397514461346,-93.14634452439284,-25.31892128553864,7.531397514461346,140.49696621446134,200.4311787147674,assumption-explicit total TWSA scenario reconstruction; not deterministic forecast,18.067551260851733
2028-09-01,ssp126,46.99663487434808,32.03310530908042,68.89405757728,-0.9295384798136408,A_stationary_residual,-2.3810720000000005,-136.51211800000002,-76.16655499999999,89.6493325,130.65589,44.61556287434808,-104.4790126909196,-29.169920125651903,44.61556287434808,136.6459673743481,199.54994757728,assumption-explicit total TWSA scenario reconstruction; not deterministic forecast,21.39258017841156
