scenario,scenario_label,lat,lon,delta_wb2_median_mm_month,models_matching_median_sign,sign_agreement_fraction,sign_agreement_class
ssp126,SSP1-2.6,39.875,112.875,0.577576621303038,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,113.125,0.0205590891000335,3,0.5,mixed sign
ssp126,SSP1-2.6,39.875,113.375,0.4268315834409906,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,113.625,0.4268315834409719,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,113.875,0.4268315834410572,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,114.125,0.4093307199886054,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,114.375,0.3358919863773666,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,114.625,0.210568985251335,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,114.875,0.2105689852514087,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,115.125,0.2105689852513323,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,115.375,0.1539709076272073,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,115.625,0.1100787765233324,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,115.875,0.0850526747826041,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,116.125,0.0850526747826254,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,116.375,0.1059744591284896,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,116.625,0.1687398005607905,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,116.875,0.1799636194323373,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,117.125,-0.0794651563707284,3,0.5,mixed sign
ssp126,SSP1-2.6,39.875,117.375,-0.0794651563707076,3,0.5,mixed sign
ssp126,SSP1-2.6,39.875,117.625,-0.0794651563707034,3,0.5,mixed sign
ssp126,SSP1-2.6,39.875,117.875,-0.0794651563707127,3,0.5,mixed sign
ssp126,SSP1-2.6,39.875,118.125,-0.1682935384736208,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,118.375,-0.2571219205765047,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,39.875,118.625,-0.3537455947101717,5,0.8333333333333334,robust drying (>=5/6)
ssp126,SSP1-2.6,39.875,118.875,-1.54621764751985,5,0.8333333333333334,robust drying (>=5/6)
ssp126,SSP1-2.6,39.875,119.125,-1.5462176475198837,5,0.8333333333333334,robust drying (>=5/6)
ssp126,SSP1-2.6,39.875,119.375,-2.7013346453327154,5,0.8333333333333334,robust drying (>=5/6)
ssp126,SSP1-2.6,40.125,112.875,0.5775766213030096,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,113.125,0.0205590889058351,3,0.5,mixed sign
ssp126,SSP1-2.6,40.125,113.375,0.4268315834410021,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,113.625,0.4268315834410332,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,113.875,0.4268315834409639,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,114.125,0.4093307198542764,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,114.375,0.3358919863774634,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,114.625,0.2105689852513128,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,114.875,0.2105689852513483,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,115.125,0.2105689852514336,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,115.375,0.1539709077719591,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,115.625,0.1100787765234292,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,115.875,0.0850526747826361,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,116.125,0.0850526747826538,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,116.375,0.1059744592889515,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,116.625,0.1687398005607026,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,116.875,0.1799636194324909,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,117.125,-0.0794651563706925,3,0.5,mixed sign
ssp126,SSP1-2.6,40.125,117.375,-0.0794651563706421,3,0.5,mixed sign
ssp126,SSP1-2.6,40.125,117.625,-0.0794651563706843,3,0.5,mixed sign
ssp126,SSP1-2.6,40.125,117.875,-0.0794651563706783,3,0.5,mixed sign
ssp126,SSP1-2.6,40.125,118.125,-0.1682935384736292,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,118.375,-0.2571219205764996,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.125,118.625,-0.3537455977587822,5,0.8333333333333334,robust drying (>=5/6)
ssp126,SSP1-2.6,40.125,118.875,-1.5462176475199307,5,0.8333333333333334,robust drying (>=5/6)
ssp126,SSP1-2.6,40.125,119.125,-1.5462176475198837,5,0.8333333333333334,robust drying (>=5/6)
ssp126,SSP1-2.6,40.125,119.375,-2.7013346453327367,5,0.8333333333333334,robust drying (>=5/6)
ssp126,SSP1-2.6,40.375,113.125,0.0050752144095893,3,0.5,mixed sign
ssp126,SSP1-2.6,40.375,113.375,0.4108446177134683,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,113.625,0.4108789804117436,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,113.875,0.4108446177135789,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,114.125,0.3955059749663254,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,114.375,0.3288437426301618,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,114.625,0.2035509674207238,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,114.875,0.2035509674207816,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,115.125,0.2035207415040796,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,115.375,0.2041519161906695,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,115.625,0.178976765769816,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,115.875,0.1538026079427572,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,116.125,0.1539506640290655,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,116.375,0.1493797651998187,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,116.625,0.1347115805248808,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,116.875,0.1460812277562349,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,117.125,-0.0897112948606007,3,0.5,mixed sign
ssp126,SSP1-2.6,40.375,117.375,-0.0898571232201694,3,0.5,mixed sign
ssp126,SSP1-2.6,40.375,117.625,-0.0794651563706767,3,0.5,mixed sign
ssp126,SSP1-2.6,40.375,117.875,-0.0794651563707067,3,0.5,mixed sign
ssp126,SSP1-2.6,40.375,118.125,-0.1682935384736492,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,118.375,-0.2571219205765118,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.375,118.625,-0.2571219205765047,5,0.8333333333333334,robust drying (>=5/6)
ssp126,SSP1-2.6,40.375,118.875,-0.7541055845509903,5,0.8333333333333334,robust drying (>=5/6)
ssp126,SSP1-2.6,40.375,119.125,-0.7575006607733026,5,0.8333333333333334,robust drying (>=5/6)
ssp126,SSP1-2.6,40.625,113.625,0.5569118580126902,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.625,113.875,0.5564785558675545,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.625,114.125,0.5437075000482245,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.625,114.375,0.5055676763932837,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.625,114.875,0.3435441055783941,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.625,115.125,0.3435441055784265,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.625,115.375,0.4009626610997228,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.625,115.625,0.3028880801196707,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.625,115.875,0.1854287235130125,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.625,116.125,0.1855176353415428,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.625,116.375,0.1551300755019502,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.625,116.625,0.0638785038119555,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.625,116.875,-0.123551336905356,3,0.5,mixed sign
ssp126,SSP1-2.6,40.625,117.125,-0.1235513369053731,3,0.5,mixed sign
ssp126,SSP1-2.6,40.625,117.375,-0.1235513369053509,3,0.5,mixed sign
ssp126,SSP1-2.6,40.625,117.625,-0.164345765400703,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.625,117.875,-0.1779439111645715,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.625,118.125,-0.1779439111645955,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.625,118.375,-0.1779439111645715,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.625,118.625,-0.1258454173230856,3,0.5,mixed sign
ssp126,SSP1-2.6,40.625,118.875,-0.0960694883916284,3,0.5,mixed sign
ssp126,SSP1-2.6,40.625,119.125,-0.0956830371192603,3,0.5,mixed sign
ssp126,SSP1-2.6,40.875,113.875,0.7094181763971217,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.875,114.125,0.6963871397709158,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.875,114.875,0.3599903568076525,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.875,115.125,0.3599903568076632,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.875,115.375,0.4170561123179586,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.875,115.625,0.308725621521138,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.875,115.875,0.1813732079238552,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.875,116.125,0.1813732079238965,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.875,116.375,0.150985647850486,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.875,116.625,0.0598229882230363,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.875,116.875,-0.1235513369053349,3,0.5,mixed sign
ssp126,SSP1-2.6,40.875,117.125,-0.1235513369053715,3,0.5,mixed sign
ssp126,SSP1-2.6,40.875,117.375,-0.1235513369053074,3,0.5,mixed sign
ssp126,SSP1-2.6,40.875,117.625,-0.1643457652959583,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.875,117.875,-0.1779439111645679,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.875,118.125,-0.1779439111645466,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.875,118.375,-0.1779439111646994,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,40.875,118.625,-0.1258454169218155,3,0.5,mixed sign
ssp126,SSP1-2.6,40.875,118.875,-0.0780724414552402,3,0.5,mixed sign
ssp126,SSP1-2.6,40.875,119.125,-0.0780724414552402,3,0.5,mixed sign
ssp126,SSP1-2.6,41.125,116.375,0.1509856476161548,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,41.125,116.625,0.0598229882230221,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,41.125,116.875,-0.1235513369053615,3,0.5,mixed sign
ssp126,SSP1-2.6,41.125,117.125,-0.1235513369054317,3,0.5,mixed sign
ssp126,SSP1-2.6,41.125,117.375,-0.1235513369053313,3,0.5,mixed sign
ssp126,SSP1-2.6,41.125,117.625,-0.1643457651911257,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,41.125,117.875,-0.1779439111645768,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,41.375,116.125,0.1272193984620995,3,0.5,mixed sign
ssp126,SSP1-2.6,41.375,116.375,0.0973218394680222,3,0.5,mixed sign
ssp126,SSP1-2.6,41.375,116.625,0.007269767935929,3,0.5,mixed sign
ssp126,SSP1-2.6,41.375,116.875,-0.1225255109769565,3,0.5,mixed sign
ssp126,SSP1-2.6,41.375,117.125,-0.1225255109769987,3,0.5,mixed sign
ssp126,SSP1-2.6,41.375,117.375,-0.1223748061413971,3,0.5,mixed sign
ssp126,SSP1-2.6,41.375,117.625,-0.1618639214910524,3,0.5,mixed sign
ssp126,SSP1-2.6,41.375,117.875,-0.1755048843291933,4,0.6666666666666666,mixed sign
ssp126,SSP1-2.6,41.625,116.125,-0.196142227588854,3,0.5,mixed sign
ssp126,SSP1-2.6,41.625,116.375,-0.1880682289339734,3,0.5,mixed sign
ssp126,SSP1-2.6,41.625,116.625,-0.1500934829462861,3,0.5,mixed sign
ssp126,SSP1-2.6,41.625,116.875,-0.1077498707542805,3,0.5,mixed sign
ssp126,SSP1-2.6,41.625,117.125,-0.107241316092157,3,0.5,mixed sign
ssp126,SSP1-2.6,41.625,117.375,-0.107241316092157,3,0.5,mixed sign
ssp126,SSP1-2.6,41.625,117.625,-0.1072413160920824,3,0.5,mixed sign
ssp126,SSP1-2.6,41.625,117.875,-0.1072413160921108,3,0.5,mixed sign
ssp126,SSP1-2.6,41.875,116.125,-0.0482475386025705,3,0.5,mixed sign
ssp126,SSP1-2.6,41.875,116.375,-0.0379506931480725,3,0.5,mixed sign
ssp126,SSP1-2.6,41.875,116.625,-0.0049565948514959,3,0.5,mixed sign
ssp126,SSP1-2.6,41.875,116.875,-0.0168448141839797,3,0.5,mixed sign
ssp126,SSP1-2.6,41.875,117.125,-0.0252161557829657,3,0.5,mixed sign
ssp126,SSP1-2.6,41.875,117.375,-0.0264554856230562,3,0.5,mixed sign
ssp126,SSP1-2.6,42.125,116.125,0.0771205342023186,3,0.5,mixed sign
ssp126,SSP1-2.6,42.125,116.375,0.0851945329822387,3,0.5,mixed sign
ssp126,SSP1-2.6,42.125,116.625,0.1094165226023244,3,0.5,mixed sign
ssp126,SSP1-2.6,42.125,116.875,0.0554908781753944,3,0.5,mixed sign
ssp126,SSP1-2.6,42.125,117.125,0.0487130823566133,3,0.5,mixed sign
ssp126,SSP1-2.6,42.125,117.375,0.0487130823564569,3,0.5,mixed sign
ssp126,SSP1-2.6,42.375,116.375,-0.1679144541096846,3,0.5,mixed sign
ssp126,SSP1-2.6,42.375,116.625,-0.1705390853029449,3,0.5,mixed sign
ssp126,SSP1-2.6,42.375,116.875,-0.2011604141028407,3,0.5,mixed sign
ssp245,SSP2-4.5,35.375,113.875,-0.3229618897376234,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,35.375,114.125,-0.3304935647386582,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,35.625,113.625,-0.3057107884119503,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,35.625,113.875,-0.322961889790653,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,35.625,114.125,-0.3304935644422251,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,35.625,114.375,-0.2097850720648608,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,35.875,113.625,-0.0595747056479645,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,35.875,113.875,-0.0768258070798655,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,35.875,114.125,-0.1067010337943736,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,35.875,114.375,-0.0659716888846579,3,0.5,mixed sign
ssp245,SSP2-4.5,35.875,114.625,-0.0226472480445698,3,0.5,mixed sign
ssp245,SSP2-4.5,35.875,115.125,-0.0218833236617674,3,0.5,mixed sign
ssp245,SSP2-4.5,36.125,113.125,-0.1741398556462776,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.125,113.375,-0.1963677697458479,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.125,113.625,-0.1963677697458337,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.125,113.875,-0.2136188712308655,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.125,114.125,-0.2423707065521894,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.125,114.375,-0.178640477971709,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.125,114.625,-0.1149102493913458,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.125,114.875,-0.1149102493912641,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.125,115.125,-0.114910249391273,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.125,115.375,-0.1149102493912481,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.125,115.625,-0.1996619162570576,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.125,115.875,-0.2844135831228049,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.375,112.625,-0.0075153837528336,3,0.5,mixed sign
ssp245,SSP2-4.5,36.375,112.875,-0.0077300956171892,3,0.5,mixed sign
ssp245,SSP2-4.5,36.375,113.125,-0.0346727023035686,3,0.5,mixed sign
ssp245,SSP2-4.5,36.375,113.375,-0.0732216568640922,3,0.5,mixed sign
ssp245,SSP2-4.5,36.375,113.625,-0.0710550145916517,3,0.5,mixed sign
ssp245,SSP2-4.5,36.375,113.875,-0.1015625564213511,3,0.5,mixed sign
ssp245,SSP2-4.5,36.375,114.125,-0.1928036115627391,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.375,114.375,-0.1295726308245304,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.375,114.625,-0.1295359998709968,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.375,114.875,-0.2307162862852121,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.375,115.125,-0.2278489753886909,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.375,115.375,-0.2272755191422137,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.375,115.625,-0.2659020712432536,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.375,115.875,-0.3548735664795668,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.375,116.125,-0.2355513001944529,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.625,112.875,-0.1067465606537414,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.625,113.125,-0.1963440145367361,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.625,113.375,-0.2936108835200013,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.625,113.625,-0.2936108835198574,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.625,113.875,-0.2936108835199338,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.625,114.125,-0.5105065814310104,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.625,114.375,-0.4467763528504811,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.625,114.625,-0.4431130599288644,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.625,114.875,-0.4431130599288526,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.625,115.125,-0.443113059928871,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.625,115.375,-0.4431130599288067,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.625,115.625,-0.5002722588639612,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.625,115.875,-0.5850239257296934,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.625,116.125,-0.585023925729641,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.625,116.375,-0.7221827608152571,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.625,116.625,-0.8239051455179327,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.875,112.875,-0.2412013553709844,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.875,113.125,-0.2560408625522594,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.875,113.375,-0.4466499348408632,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.875,113.625,-0.4463228480010563,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.875,113.875,-0.446322848001099,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.875,114.125,-0.6635456327519274,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.875,114.375,-0.522660798882673,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,36.875,114.625,-0.0568319758337647,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.875,114.875,-0.0568356390031761,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.875,115.125,-0.0568356390032229,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.875,115.375,-0.0568319758339455,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.875,115.625,-0.0520560780853356,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.875,115.875,-0.0478148958050377,3,0.5,mixed sign
ssp245,SSP2-4.5,36.875,116.125,-0.0482001107216305,3,0.5,mixed sign
ssp245,SSP2-4.5,36.875,116.375,-0.0482001107217051,3,0.5,mixed sign
ssp245,SSP2-4.5,36.875,116.625,0.0255976060103531,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,36.875,116.875,-0.221573814111573,3,0.5,mixed sign
ssp245,SSP2-4.5,37.125,112.875,-0.1394062879231254,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.125,113.125,-0.1929931698895952,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.125,113.375,-0.3998045678094426,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.125,113.625,-0.3998592128088685,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.125,113.875,-0.3998045678094719,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.125,114.125,-0.4161813768083364,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,37.125,114.375,-0.3266931740071239,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,37.125,114.625,-0.0567985134046189,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.125,114.875,-0.0567985134046411,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.125,115.125,-0.0567985134046047,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.125,115.375,-0.056798513404652,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.125,115.625,-0.0504977580257817,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.125,115.875,-0.04419700264698,3,0.5,mixed sign
ssp245,SSP2-4.5,37.125,116.125,-0.04419700264698,3,0.5,mixed sign
ssp245,SSP2-4.5,37.125,116.375,-0.0118531295675889,3,0.5,mixed sign
ssp245,SSP2-4.5,37.125,116.625,0.1329451798096539,5,0.8333333333333334,robust wetting (>=5/6)
ssp245,SSP2-4.5,37.125,116.875,0.1361900415414583,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.125,117.125,-0.5904178755797824,3,0.5,mixed sign
ssp245,SSP2-4.5,37.375,113.875,-0.397691798331488,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.375,114.125,-0.3996252380831109,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,37.375,114.375,-0.2627660890220458,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,37.375,114.625,-0.056798513404658,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.375,114.875,-0.0567985134045994,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.375,115.125,-0.0567985134046473,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.375,115.375,-0.0567985134046062,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.375,115.625,-0.0471421507749978,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.375,115.875,-0.0408413953961934,3,0.5,mixed sign
ssp245,SSP2-4.5,37.375,116.125,-0.0408413953961526,3,0.5,mixed sign
ssp245,SSP2-4.5,37.375,116.375,0.0086682379696245,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.375,116.625,0.1764439814555065,5,0.8333333333333334,robust wetting (>=5/6)
ssp245,SSP2-4.5,37.375,116.875,0.1820141703820716,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.375,117.125,-0.5904178755797962,3,0.5,mixed sign
ssp245,SSP2-4.5,37.375,117.375,-0.4401126737947685,3,0.5,mixed sign
ssp245,SSP2-4.5,37.375,117.625,-0.9614193519093416,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.375,117.875,-0.9614193519092652,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.625,113.875,-0.3554286094282703,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.625,114.125,-0.3569341391663787,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,37.625,114.375,-0.2165145495527749,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,37.625,114.625,-0.0082441086995119,3,0.5,mixed sign
ssp245,SSP2-4.5,37.625,114.875,-0.0087307841480457,3,0.5,mixed sign
ssp245,SSP2-4.5,37.625,115.125,-0.0087307841481951,3,0.5,mixed sign
ssp245,SSP2-4.5,37.625,115.375,-0.0082441086993361,3,0.5,mixed sign
ssp245,SSP2-4.5,37.625,115.625,-0.0635334574625545,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.625,115.875,-0.0950070433240026,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.625,116.125,-0.0950070433239518,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.625,116.375,-0.045497409585824,3,0.5,mixed sign
ssp245,SSP2-4.5,37.625,116.625,0.1764439824219308,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.625,116.875,-0.216380421914434,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.625,117.125,-0.7431919788097585,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.625,117.375,-0.591355489154568,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.625,117.625,-0.8783962951828763,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,37.625,117.875,-0.8775557130950022,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,37.625,118.125,-2.3383124886053865,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,37.875,113.875,-0.1544878734715089,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.875,114.125,-0.1541418642822671,5,0.8333333333333334,robust drying (>=5/6)
ssp245,SSP2-4.5,37.875,114.375,-0.1120033069533494,4,0.6666666666666666,mixed sign
ssp245,SSP2-4.5,37.875,114.625,-0.0336046954425208,3,0.5,mixed sign
ssp245,SSP2-4.5,37.875,114.875,-0.0336046954425539,3,0.5,mixed sign
ssp245,SSP2-4.5,37.875,115.125,-0.0336046954425204,3,0.5,mixed sign
